line,text,genre
237,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           On vous a menti sur toute l’histoire contemporaine. Durant la Seconde Guerre mondiale, les nazis ont failli l’emporter grâce à leurs sacrifices humains et à leurs invocations de puissances ténébreuses.L’informaticien Bob Howard a été engagé au Bureau des atrocités, dit aussi la Laverie centrale, parce qu’il a eu le malheur d’explorer des archives qui auraient dû être effacées. Et d’y apprendre la thaumaturgie mathématique.En effet, la Laverie, le plus secret des services secrets britanniques, veille à ce que certains théorèmes qui ouvrent l’accès à d’autres univers ne soient jamais redécouverts. Elle enquête sur tous les phénomènes étranges afins de les résorber. Ce qui n’exclut pas la bureaucratie la plus tatillonne.Howard est l’un de ses agents qualifiés action.Issu d’un croisement improbable entre James Hadley Chase, Ian Fleming et H.P. Lovecraft, X Files et Men in Black, ce roman déplace les frontières entre les genres. Et Charles Stross s’y montre désopilant autant que terrifiant.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
238,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par gérard kleinAulne le sorcier fait chaque nuit le même rêve terrifiant qui le conduit le long du muret de pierres sèches qui borde le pays des morts. Et, alors qu’il espère y retrouver sa femme défunte, les morts viennent à lui.A l’ouest de Terremer, les dragons incendient maisons et récoltes, mettant fin à la trêve qu’ils observaient depuis le retour du roi Lebannen.C’est un temps de changements. Mais Ged, l’Archimage, ayant abandonné ses pouvoirs, Tenar son épouse, le roi Lebannen et tous les sorciers de Roke seront-ils assez puissants pour affronter ce temps des changements ? Et quel sera le rôle de Tehanu, la fille dragon ?Le Vent d’ailleurs est le quatrième tome du cycle de Terremer, après Terremer, Tehanu et les Contes de Terremer. La notoriété de ce cycle ne le cède en rien à celle des œuvres de J.R.R. Tolkien.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
239,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinEt si l’Empire romain n’avait jamais disparu ?Voici l’histoire parallèle d’un Empire romain qui a connu bien des vicissitudes, des guerres et des crises politiques mais qui n’a jamais cessé d’exister et de faire régner, avec quelques interludes sanglants, la Pax Romana.Le christianisme y est inconnu, ne serait-ce que parce que les Juifs n’ont jamais réussi à quitter l’Egypte des pharaons. Quelques siècles plus tard, un envoyé spécial de l’Empereur élimine un prophète d’Arabie avant qu’il ait eu le temps de fonder l’islam.La technologie évolue plus lentement que dans notre continuum. Vers l’an 2650 A.U.C. (Ab Urbe Condita : depuis la fondation de la Ville), qui correspond à la fin de notre xixe siècle, le téléphone existe et l’automobile fait son apparition.Une uchronie saisissante par un des grands maîtres de la science-fiction.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
240,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ça chauffe dans la Galaxie. Une étoile a explosé, sans rime ni raison, dispersant une aube d’acier. Une civilisation a disparu, la Nouvelle Moscou. Qui a expédié en représailles vers sa rivale, Nouvelle Dresde, auteur supposé du forfait des missiles meurtriers. Il faut les arrêter car tout cela risque de déplaire à l’Eschaton, déjà rencontré dans Crépuscule d’acier. Lui seul sait la vérité. Lui, et Mercredi Brumedombre, adolescente teigneuse qu’il a choisie comme instrument et qui est demeurée sur une station menacée par l’aube d’acier. Rachel Mansour et Martin Springfield auront fort à faire pour sauver le monde d’une bande de Surhommes aussi nuisibles qu’étourdis.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
241,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinTehanu est la suite de Terremer, le célèbre cycle d’UrsulaLe Guin, qui comporte également les Contes de Terremer (publiés dans la même collection) et Le Vent d’ailleurs (à paraître dans la même collection).Tenar, devenue guérisseuse et sorcière, accepte la responsabilité de Tehanu, la petite fille qui a été atrocement mutilée. Mais Tehanu est aussi une fille-dragon.Un épisode essentiel du grand cycle de Terremer, un classique de la fantasy, porté à l’écran par Goshiro Myazaki.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
242,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           John Carmody, truand, voleur, assassin, dénué de tout scrupule, a rencontré la Nuit de la Lumière sur la planète de la Joie de Dante.Et il est devenu le Père Carmody, pour expier, ou par conviction ? Personne ne le sait, et peut-être même pas lui.Il est chargé par l’Église d’affronter de redoutables problèmes théologiques à travers toute la Galaxie.Une créature consciente née d’un œuf a-t-elle droit au salut ?Père est-il un dieu, comme il le croit ?A-t-on le droit de jouer sa vie – et son âme immortelle, à un terrible jeu de hasard ?L’étonnant Philip José Farmer, l’auteur du cycle du Fleuve de l’Éternité, transgresse une fois encore les limites de la morale, et peut-être celles de la Foi.À l’autre bout de l’univers.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
243,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Nouvelle République, planète plutôt arriérée et en tout cas coincée côté culture pour ce xxve siècle, subit l’invasion du Festival. Le Festival est une société galactiquement itinérante post-Singularité. Elle fait pleuvoir sur Nouvelle République une nuée de téléphones qui ne disent qu’une chose : « Bonjour. Tu veux bien nous distraire ? » De la réponse dépend la récompense. Ainsi, des armes. Il n’en faut pas plus pour déclencher la Révolution. Et pour conduire les autorités à imaginer pour la vaincre de remonter le temps. Et risquer l’anéantissement de cette partie de la Galaxie, car l’Eschaton déteste qu’on touche à son histoire. C’est qui, l’Eschaton ? Charles Stross est le plus prometteur et le plus déjanté des nouveaux venus sur la scène de la science-fiction. Crépuscule d’acier a manqué de peu le prix Hugo 2004.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
244,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Terremer est un nom magique, mais Terremer est d’abord un lieu magique, ensorcelé, un chapelet d’îles. La plus étrange et la plus puissante est l’île de Roke, qui abrite l’école des sorciers. Car, dans le monde de Terremer, la sorcellerie est une science qui se pratique selon des règles strictes. Ursula Le Guin est revenue explorer sa création dans ces contes qui se situent avant, entre ou après les événements décrits dans Terremer, publié dans la même collection.Terremer a été porté à l’écran par Goro Miyazaki.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
245,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinUNICA ?Unica, la fille aux cheveux blancs ?Non, la petite fille éternelle aux cheveux blancs comme de la coke.Celle que CYBER traque sur le Net.Celle surtout qui traque les détraqués au moyen de CYBER.Une héroïne de l’avenir, donc résolument moderne.Façon Philip K. Dick.Elise Fontenaille a obtenu pour ce roman décoiffant le Nouveau Grand Prix de la science-fiction française 2008, décerné l’année précédente à Catherine Dufour pour Le Goût de l’immortalité.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
246,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinL’Invincible Armada, lancée, en juillet 1588, à l’assaut de l’Angleterre hérétique par les forces catholiques, triomphe de la tempête et profite de l’assassinat de la grande Elisabeth. La papauté pavoise.L’Histoire a changé de cours.Au xxe siècle, des locomotives à vapeur disputent les routes aux cavaliers ; les nouvelles sont transmises par des réseaux de sémaphores ; on chasse les sorcières, et les seigneurs féodaux appuient leurs révoltes de sciences impies comme l’électricité et la chimie.Un classique de l’uchronie, salué par Anthony Burgess comme l’un des meilleurs romans britanniques, et par Eric B. Henriet, le plus grand spécialiste du genre, comme « incontestablement le chef-d’œuvre du thème » dans sa somme, L’Histoire revisitée.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
247,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La Terre est morte. Et les humains ont bien failli disparaître avec elle. Heureusement, les Arthroplanes, des insectoïdes aux motivations obscures, les ont évacués vers deux planètes jumelles, Castor et Pollux. Les humains ont muté par force pour s’adapter à leur nouvel habitat. Mais ils ont conservé la nostalgie de leur monde d’origine, Alien Earth, devenu terre étrangère. Son écosystème a peut-être eu le temps de se réparer. Il faut aller y voir. Alien Earth, paradis ou enfer ? Robin Hobb s’est détournée de la fantasy qui l’a rendue célèbre, le temps d’écrire ce somptueux roman de science-fiction qu’elle a signé Megan Lindholm.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
248,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le navire interstellaire Terra, animé par une Intelligence Artificielle, Nef, créée par ses passagers dans Destination : vide et devenue un dieu cruel, a été projeté par elle à l’autre bout de l’univers. Il orbite désormais autour de la planète Pandore, hostile aux humains. Morgan Oakes se donne un but : conquérir à tout prix Pandore en sacrifiant des clones humains, y construire une forteresse et, de là, détruire Nef. Flatterie, le psychiatre-aumônier qui a contribué à la naissance de Nef, veut, lui, sauver l’humanité et la compassion. Si Nef le veut. L’Incident Jésus est le deuxième volet du cycle du Programme Conscience, qui comprend également Destination :  vide, L’Effet Lazare et Le Facteur Ascension, disponibles dans la même collection.Frank Herbert est l’auteur de Dune.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
249,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinLe Voyage dans le Temps, c’est très bien. En particulier pour les touristes, les historiens et les archéologues.Mais il y a aussi quelques illuminés qui entendent en profiter pour modifier le cours de l’Histoire. Assassiner un fondateur de religion, changer l’issue d’une bataille, et pourquoi pas ? amputer le nez de Cléopâtre, voire se tailler un empire personnel en important de l’avenir des armes prohibées.C’est déjà inquiétant pour l’humain ordinaire, encore qu’il ne s’apercevrait jamais de cette réécriture de l’Histoire, surtout s’il y disparaissait.Mais c’est carrément intolérable pour les Danelliens de l’avenir lointain, plus d’un million d’années, les surhommes de l’avenir, qui n’ont aucune envie d’être éradiqués.Ils ont donc créé la Patrouille du Temps chargée de maintenir l’Histoire dans son droit fil. Qui mène à eux.Le cycle de La Patrouille du Temps, qui comportera quatre volumes, est l’un des classiques les plus fameux de la science-fiction, dû à l’un de ses plus éminents créateurs, Poul Anderson.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
250,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard Klein2223. La planète Deepsix est menacée de destruction totale par une collision cosmique. Du coup, l’intérêt pour ce monde oublié et maudit, parce qu’une mission d’exploration y a été décimée vingt ans plus tôt, se réveille. Car Deepsix recèle une merveille : les traces d’une civilisation disparue. Qui ne l’est peut-être pas tout à fait.Un monde dangereux, une énigme archéologique, une course contre la montre et contre l’oblitération.Toute la virtuosité et l’autorité de Priscilla Hutchins, qui a déjà fait merveille dans Les Machines de Dieu (publié dans la même collection), ne seront pas de trop pour remplir cette mission et ramener à bon port sa petite équipe.Un space opera de niveau interstellaire par l’un des plus inventifs spécialistes du genre, Jack McDevitt.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
251,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Mandchourie, en l’an 2213 : la ville de Ha Rebin dresse des tours de huit kilomètres de haut dans un ciel jaune de pollution. Dans les caves grouille la multitude des damnés de la société, les suburbains. Une maladie qu’on croyait éradiquée réapparaît. Cmatic est chargé par une transnationale d’enquêter sur trois cas. Une adolescente étrange le conduira à travers l’enfer d’un monde déliquescent, vers ce qui pourrait être un rêve d’immortalité. Mais vaut-il la peine d’être immortel sur une Terre en perdition ?Un roman étrange et puissant qui a collectionné les distinctions littéraires : Prix Rosny Aîné 2005, Bob Morane 2006, Grand Prix de l’Imaginaire 2007, Prix du lundi de la SF française 2007.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
252,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L’humanité a connu, dans la souffrance, sa première mutation génétique depuis la fin du paléolithique. Elle a gravi un nouveau degré sur L’Echelle de Darwin. Onze ans après, que sont devenus ces mutants dont l’espèce, sociable et pacifique, remplacera peut-être l’Homo sapiens sapiens ?Et d’abord Stella, la fille de Kaye, la généticienne qui, la première, a compris ce saut brutal de l’évolution, et de Mitch, le paléontologue, qui a découvert les vestiges du passage comparable du Néandertalien à l’homme moderne.Provisoirement moderne.Un roman poignant par Greg Bear, l’un des maîtres de la science-fiction contemporaine dont on a lu dans la même collection Eon, Eternité, La Reine des anges, Oblique et autres chefs-d’œuvre.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
253,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ici, il y a des dragons. Il y a des enchanteurs, une mer immense et des îles. Ged, simple gardien de chèvres sur l’île de Gont, a le don. Il va devenir au terme d’une longue initiation, en traversant nombre d’épreuves redoutables, le plus grand sorcier de Terremer, l’Archimage. Ce volume réunit les trois premiers livres de Terremer, Le Sorcier de Terremer, Les Tombeaux d’Atuan et L’Ultime Rivage, dans une traduction soigneusement révisée et complétée par Patrick Dusoulier.Le cycle de Terremer a inspiré le splendide film d’animation de Goro Miyazaki, Les Contes de Terremer. Ursula Le Guin est l’un des plus célèbres auteurs de fantasy et de science-fiction. On a pu lire d’elle dans la même collection La Main gauche de la nuit, Les Dépossédés, qui ont obtenu tous les deux le prix Hugo, et Le Dit d’Aka suivi de Le nom du monde est forêt, également couronné par le prix Hugo.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
254,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinSur Patrie, planète où la population est divisée entre les Maîtres et le Peuple, sans compter les autochtones, Joseph Keilloran, fils d'un des Maîtres, est réveillé une nuit par des explosions. Le Peuple vient de se soulever. Il a massacré les nobles hôtes de Joseph.Et il va falloir à Joseph traverser un territoire hostile habité de créatures étrangères, les unes redoutables, d'autres secourables, marcher jusqu'au bout de ses forces, découvrir un monde inconnu et faire l'expérience de la vie.Emprunter le long chemin du retour, à pied, sans aide ni allié, huit ou dix mille kilomètres jusqu'à l'Isthme qui conduit à Hélikis, le continent de la Maison Keilloran. En espérant que la révolte ne s'est pas étendue jusque-là.Le dernier grand Silverberg.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
255,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinIls sont quatre à bord du Terra, nef de deux kilomètres de long qui va sortir du système solaire.Leur mission officielle : atteindre Tau Ceti.Mais ils savent que c'est une duperie : il n'y a pas de planète habitable autour de l'étoile.Leur véritable mission : créer une Intelligence Artificielle. Loin de la Terre car la première tentative aboutie s'est soldée par un cataclysme. S'ils échouent, ils mourront.Et s'ils réussissent…Par l'auteur de Dune, l'un des romans les plus pertinents sur l'Intelligence Artificielle. Et le premier volet du Programme Conscience.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
256,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinDeux mondes se font face :Anarres, peuplé deux siècles plus tôt par des dissidents soucieux de créer enfin une société utopique vraiment libre, même si le prix à payer est la pauvreté.Et Urras qui a, pour les habitants d'Anarres, conservé la réputation d'un enfer, en proie à la tyrannie, à la corruption et à la violence. Shevek, physicien hors normes, a conscience que l'isolement d'Anarres condamne son monde à la sclérose. Et, fort de son invention, l'ansible, qui permettra une communication instantanée entre tous les peuples de l'Ekumène, il choisit de s'exiler sur Urras en espérant y trouver une solution.Ce roman, qui a obtenu les prix Hugo, Nebula et Locus, n'a rien perdu aujourd'hui de sa virulence politique ni de sa charge d'aventures.Avec La Main gauche de la nuit, précédemment paru dans la même collection, c'est un des chefs-d'oeuvre d'Ursula Le Guin.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
257,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sur Dosadi, il ne reste qu'une ville, Chu. Elle compte plus de quatre-vingt-dix millions d'habitants et autour de ses murs, sur la Bordure, s'en pressent au moins trois fois autant. Le reste. Le reste de la planète est désert. Parce que le sol, les plantes et les animaux, l'air et l'eau contiennent des poisons pour les deux races intelligentes qui peuplent Chu, les humains et les Gowadchins. Le seul espoir de survie réside dans les usines purificatrices de Chu.Les habitants de Dosadi ne voient jamais les étoiles. Leur ciel est laiteux. Surpopulation, mort facile, confinement : Dosadi, c'est l'enfer. Cerné par le Mur de Dieu. Mais qui joue à Dieu ? Quelle expérience monstrueuse se déroule depuis des générations sur Dosadi ? C'est ce qu'aimerait découvrir Jorj McKie, envoyé extraordinaire du Bureau du Sabotage et ami d'une étoile Calibane. Et aussi Keila Jedrik, native de Dosadi et bien décidée à s'en sortir.Par l'auteur de Dune, un roman où la puissance d'évocation rejoint le machiavélisme de l'intrigue..     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
258,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sur Gethen, la planète glacée que les premiers hommes ont baptisée Hiver, il n’y a ni hommes ni femmes, seulement des êtres humains.Des androgynes qui, dans certaines circonstances, adoptent les caractères de l’un ou l’autre sexe.Les sociétés nombreuses qui se partagent Gethen portent toutes la marque de cette indifférenciation sexuelle.L’Envoyé venu de la Terre, qui passe pour un monstre aux yeux des Géthéniens, parviendra-t-il à leur faire entendre le message de l’Ekumen ?Ce splendide roman a obtenu le prix Hugo et a consacré Ursula Le Guin comme un des plus grands talents de la science-fiction.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
259,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           À côté de l’espace normal, le mathématicien Hendricks a découvert un espace parallèle, l’Aleph-un. S’y aventurer permet enfin aux hommes de naviguer entre les étoiles sans plus tenir compte de la barrière imposée par la vitesse de la lumière. Mais le passage dans l’Aleph-un est dangereux. Des vaisseaux y disparaissent. Certains pilotes en reviennent fous. Et voilà qu’Howard après une disparition de quatorze dans l’Aleph-un réapparaît avec son vaisseau sur l’orbite de Mars. Il a fait mieux que revenir. Il a atteint l’Aleph-deux. Et il n’est plus tout à fait humain. Colin Marchika est l’un des plus prometteurs des jeunes écrivains français de science-fiction.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
260,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sur l’orbitale Masaq’ s’est réfugié Ziller, un compositeur chelgrien dont le peuple a été récemment vaincu par la Culture, cette société galactique tolérante, anarchiste, cynique et par dessus tout hédoniste. Ziller, le plus fameux musicien de son temps, a fui les mondes chelgriens pour des raisons politiques Il compose un opéra en souvenir d’une guerre ancienne entre la Culture et les Idirans durant laquelle ces derniers ont fait exploser des étoiles huit cents ans auparavant. L’œuvre de Ziller doit être jouée au moment précis où la lumière fulgurante de ces novae atteindra Masaq’. Un émissaire Chelgrien, Quilan, est envoyé sur l’orbitale pour tenter de convaincre Ziller de revenir dans sa patrie. C’est la partie officielle de sa mission. L’autre est plus ténébreuse.Un nouveau volet du cycle de la Culture qui a renouvelé la Science-Fiction.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
261,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La dernière mode, c'est le tourisme temporel. Visitez la Rome des Césars, le Golgotha le jour de la crucifixion du Christ, les venelles de Constantinople lors du sac de la ville par les Croisés.Mais ne vous écartez pas du chemin qui vous a été tracé, sous peine de disparaître dans un paradoxe temporel.Voici l'un des romans les plus jubilatoires de Robert Silverberg, une des plus grandes figures de la science-fiction américaine.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
262,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Vous ne supportez plus ce vingt-cinquième siècle surpeuplé et pollué. Vous êtes chômeur de quatorzième classe, la plus basse. Une seule solution, fuyez dans le temps.Grâce à l’invention de Lanoy, devenez un déserteur temporel. Au risque des paradoxes.Robert Silverberg est l’une des plus grandes figures de la science-fiction américaine.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
263,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
            Le jeune Prabir, neuf ans, enfant surdoué, vit avec ses parents, biologistes indiens, sur une île vierge et paradisiaque du Pacifique. Ces chercheurs étudient une espèce nouvelle de papillons, splendides et mystérieux, qui ne devrait pas exister selon les lois de l'évolution darwinienne.Mais lorsque la guerre s'abat sur lîle et que ses parents sont tués, Prabir doit fuir avec sa petite soeur, Madhusree.Depuis l'autre bout du monde, le destin le ramènera vingt ans plus tard sur cette île où des espèces entières semblent surgir du néant pour, peut-être, menacer l'humanité.Greg Egan, l'un des meilleurs écrivains actuels de science-fiction, raconte ici la vie tourmentée d'un homme qui devient le porteur d'une prodigieuse énigme scientifique.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
264,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           A travers la Galaxie, ceux qu’on a nommés les Bâtisseurs de Monuments et dont on ne sait à peu près rien, ont laissé des œuvres gigantesques et sublimes. Pour l’humanité, la route des étoiles vient de s’ouvrir en ce xxiiie siècle. Et, avec elle, une nouvelle science, l’Archéologie spatiale. Car rien n’est plus important pour une Terre mourante à force de désordres écologiques que de percer les secrets de civilisations disparues. L’avenir est peut-être dans le passé galactique. Priscilla Hutchinson, pilote spatiale, va récupérer sur la planète Quraqua une équipe d’archéologues pour les conduire de monde en monde sur la piste des Bâtisseurs.Un Space Opera sublime.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
265,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinMourir, cela n‘est rien… Mais se retrouver en enfer…Un enfer physique, bien réel, qui obéit à des lois, bien qu’il soit peuplé de démons.Cull et Phyllis, qui se haïssent, sont condamnés à errer ensemble dans un univers sans pesanteur, sans haut ni bas, où flottent comme de petits mondes des débris, des sphères liquides, des statues, vestiges d’un ordre disparu ou inversé.Mais qui sont ces démons ?Qui a fabriqué cet univers ?C’est ce que Cull, le révolté, l’indomptable, le sceptique, le réaliste, l’homme pratique, a bien l’intention de découvrir afin de demander aux dieux des comptes.S’il y a des dieux…Voici le roman le plus étrange de Philip José Farmer, qui annonce à la fois le cycle des Créateurs d’univers et celui du Fleuve de l’éternité (publié dans la même collection), un chef-d’œuvre flamboyant, baroque, inclassable, inoubliable.Anti-métaphysique.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
266,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinSutty, l’Indienne, est envoyée par la confédération galactique sur une planète récemment contactée, Aka.Aka connaît un équilibre fragile. La découverte de l’existence d’une civilisation galactique, l’Ekumen, a tiré Aka de sa culture demeurée statique depuis des millénaires.Une société furieusement scientiste a entrepris de rattraper ce qu’elle tient pour son retard, et est allée jusqu’à éradiquer les anciens contes et livres, vecteurs de superstition selon ses dirigeants.Sutty elle-même vient de la Terre, un monde qui a connu une violente réaction fondamentaliste et antiscientifique dont il s’extrait à peine. Peut-être, pour cette raison, est-elle la mieux placée pour retrouver et sauver ce qui peut l’être de la vieille culture contenue dans le Dit d’Aka.Et réconcilier le passé et l’avenir.Ce roman d’Ursula Le Guin, l’un des principaux auteurs américains de science-fiction et de fantasy, est suivi dans ce volume de Le nom du monde est forêt (Prix Hugo 1973) et d’un dossier critique dû à Gérard Klein.Ces deux romans s’inscrivent dans le cycle de l’Ekumen qui comprend aussi La Cité des illusions, Le Monde de Rocannon et Planète d’exil, publiés dans la même collection, ainsi que La Main gauche de la nuit et Les Dépossédés qui ont également obtenu le Prix Hugo.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
267,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinMille ans avant l’aventure de Valentin qui a ouvert le fameux Cycle de Majipoor, Lord Prestimion n’a pas gagné sans mal sa couronne de Coronal.Mais, vingt ans plus tard, de nouveaux nuages s’amoncellent sur l’avenir de Majipoor, la planète géante. A son tour le nouveau Coronal, Dekkeret, devra vaincre ses ennemis.Mandralisca, l’âme damnée de Dantyria Sambail, un puissant rebelle contre lequel Prestimion a dû lutter, s’est emparé d’un casque étrange qui permet à distance de contrôler les pensées.Voici la conclusion tant attendue du Cycle de Majipoor qui décrit l’accession au pouvoir du mystérieux Roi des rêves.Un cycle à mi-chemin entre la fantasy et la science-fiction.Le Cycle de Majipoor : 1. Le Château de Lord Valentin - 2. Valentin de Majipoor - 3. Les Chroniques de Majipoor - 4. Les Montagnes de Majipoor - 5. Les Sorciers de Majipoor - 6. Prestimion le Coronal -7. Le Roi des rêves     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
268,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Il y a treize générations, un astronef-prison s’est écrasé sur un monde d’azur.Un vrai paradis. Du soleil, la mer à perte de vue, des îles flottantes, des nourritures marines à profusion. Les castes des Détourneurs, des Voyous, des Canailles et des Publicistes se sont adaptées sans peine à cet environnement enchanteur.Mais tout paradis a ses démons. Les Kragens sont des monstres marins semi-intelligents qui dévorent volontiers les réserves des humains.Le plus redoutable d’entre eux est le Roi Kragen qui protège les humains s’ils le nourrissent.Un protecteur de plus en plus avide à mesure qu’il grossit.Mais comment s’en débarrasser sans armes et sur un monde liquide où le métal est introuvable ?Un monde d’azur est l’œuvre maîtresse de Jack Vance dont on a déjà lu dans la même collection le cycle fameux des Princes-Démons.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
269,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinRoy Burnell, fonctionnaire britannique chargé de répertorier les monuments anciens mis à mal par des guerres, commence par se faire voler sa mémoire.Dans le Caucase. Une région du monde où les relations entre les peuples sont aussi accidentées que le relief.Dix années de sa vie aux mains de trafiquants.Et Burnell s’enfonce à la recherche de ses souvenirs perdus dans la tourmente de guerres aussi absurdes qu’éternelles entre des peuples qui ont trop de mémoire.Retrouver ses souvenirs à travers des pays qui ont apparemment perdu la raison n’est pas de tout repos.Dans cette anticipation d’un futur imminent, l’auteur de la trilogie d’Helliconia mêle une inquiétante prospective à un thriller terrifiant. Une sorte de space opera sur Terre. Et qui vous aidera à comprendre ce qui se passe aujourd’hui à la lisière du Moyen-Orient et de l’Asie.Un des romans les plus impressionnants de ces dix dernières années.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
270,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinCe volume de La Grande Anthologie de la science-fiction française réunit quatorze nouvelles remarquables publiées de 1996 à 2000.Elles sont signées par les maîtres du genre : Jean-Pierre Andrevon, Philippe Curval, Jean-Claude Dunyach, Serge Lehman, Roland Wagner et Claude Ecken, et par des nouveaux venus talentueux dont Olivier Paquet et Ugo Bellagamba.Ce volume contient également une préface, une présen-tation de chaque texte, un dictionnaire des auteurs et un index de toutes les nouvelles publiées dans les six tomes de La Grande Anthologie de la science-fiction française.Ces recueils offrent le meilleur d’un demi-siècle de littérature de science-fiction, de 1950 à 2000.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
271,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Au fond d’une caverne des Alpes, un paléontologue découvre trois corps préservés par le froid depuis plus de dix mille ans. Une famille… Mais tandis que le couple est néandertalien, l’enfant semble moderne… Kaye Lang, généticienne de génie, découvre que la partie silencieuse de nos gènes recèle d’anciens virus et une surprenante machinerie qui vient de s’enclencher. Alors qu’une maladie terrifiante, le syndrome de SHEVA, se met à frapper les femmes. L’humanité va-t-elle disparaître ? Ou bien va-t-elle accomplir un nouveau bond sur l’échelle de Darwin, la voie de l’évolution ? Sur le thème de l’espèce qui viendra après l’humanité, un roman haletant de l’auteur de Eon, Eternité, La Reine des anges, L’Envol de Mars et Oblique, publiés dans la même collection.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
