"","line","text","genre"
"91",91,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Tout commence à Berlin en 1936. Journaliste à Paris-Soir, alors qu'il vient de s'entretenir avec le chancelier Hitler, Bertrand Renaud de Thorenc rencontre une jeune femme, Geneviève Villars. Ils vont s'aimer aussitôt.Leurs destins et l'Histoire vont les séparer, puis les réunir. Thorenc doute, aime, combat. Il n'accepte pas la défaite. C'est dans Paris occupé, le 11 novembre 1940, lors de la première manifestation contre l'occupant, qu'il retrouvera Geneviève.Max Gallo inaugure ici une suite romanesque qui conduira ses personnages jusqu'en 1945. Autour d'eux, les destins se croisent, le résistant côtoie le collaborateur, le héros, le prudent ou le lâche. Personnages fictifs et réels se mêlent. Au fil des pages se dessinent les visages des Patriotes.La suite intitulée Les Patriotes comprend :1. L'Ombre et la Nuit2. La flamme ne s'éteindra pas3. Le Prix du sang4. Dans l'honneur et pour la victoire     
    
  
  
  
  
  
  
  

  
  ","Historique"
"92",92,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Pour oublier le désastre indochinois dans lequel ils ont été si tragiquement plongés, Léa et François, les héros de Rue de la Soie et de La Dernière Colline, s'embarquent pour Cuba. Mais, sur l'île où règne encore Batista, le dictateur soutenu par la mafia américaine, l'aventure les guette à nouveau.Très vite, Léa doit partir à la recherche de Charles, son fils adoptif, traqué dans la Sierra Maestra en compagnie des révolutionnaires qu'il a rejoints ; là, elle retrouvera le Che qui l'avait aimée en Argentine. Auprès de Castro et de Cienfuegos, Léa sera aussi le témoin des combats qui conduiront les guérilleros, en vainqueurs, à La Havane.De son côté, François, envoyé en observateur par le général de Gaulle à Alger, assiste aux événements du 13 mai 1958 et y voit grandir, avec inquiétude, la menace extrémiste.En fait, c'est le grand tournant des années 60, avec le crépuscule du colonialisme et l'exaspération de la guerre froide, que nous fait revivre Régine Deforges dans un roman aussi passionnant qu'un feuilleton, aussi vrai que l'Histoire...L'inoubliable saga inaugurée par La Bicyclette bleue comporte les titres suivants : 1. La Bicyclette bleue - 2. 101, avenue Henri-Martin - 3. Le Diable en rit encore - 4. Noir Tango6 5. Rue de la Soie - 6. La Dernière Colline - 7. Cuba libre ! 8. Alger, ville blanche.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"93",93,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           A quinze ans, l'héroïne de ce livre comprend qu'elle a tout perdu : ses parents, son nom, son pays et jusqu'à son âge. De Selma, sa mère, la descendante des sultans, morte à Paris dans la misère, elle ne sait presque rien. Quant à son père, si sa famille adoptive lui dit qu'il était le radjah de Badalpour, d'autres murmurent qu'il s'agissait d'un Américain.Zahr se battra pour retrouver ses racines. Elle reverra son père, croira retrouver sa famille dans cette Inde musulmane qui d'emblée l'a conquise... jusqu'au moment où son univers s'écroule à nouveau et où il lui faut fuir.Après le best-seller De la part de la princesse morte, où revivait la figure de sa mère, c'est à son ascendance paternelle que Kenizé Mourad a consacré ce bouleversant roman, qui nous entraîne du quartier Latin des années soixante au mystérieux jardin du palais décrépit de Badalpour.Kenizé Mourad a écrit un grand roman, si l'on veut bien considérer qu'un romancier est celui qui invente avec ses souvenirs.Fabrice Gaignault, Elle.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"94",94,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Une vieille dame erre dans Alger. Elle cherche la tombe de ses enfants, Mehdi et Mériem, égorgés voilà quarante ans, parce que le FLN soupçonnait leur père d’avoir trahi. Après la tragédie, elle est retournée vivre en Suisse, son pays, en essayant d’oublier.Aujourd’hui elle veut renouer avec ce passé, et revoir Nassreddine, l’homme qu’elle a aimé, le père des deux enfants. Jallal, le petit marchand sans famille, accepte de lui servir de guide. Mais ils tombent aux mains des combattants d’Allah. Nassreddine parviendra-t-il à la rejoindre avant que son destin ne soit tranché par la lame d’un couteau ? La même violence bestiale va-t-elle resurgir quarante ans après ? C’est la question d’Anna et celle de tout ce roman, salué comme une révélation de la jeune littérature algérienne, et couronné par le prix Rachid Mimouni 1999.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"95",95,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La prise de La Rochelle, en 1628, par Louis XIII et Richelieu, fut un événement considérable. Dernier acte des affrontements entre catholiques et huguenots, elle sonna le glas des entreprises anglaises sur le continent. A l’intérieur, elle renforça la royauté et l’Etat, ambition majeure du cardinal-ministre.Le comte d’Orbieu (Pierre de Siorac, ami du roi depuis l’enfance de ce dernier) relate à la première personne, dans un français robuste et dru que n’a pas encore épuré l’Académie, ce siège qui dure un an, et dont l’élément clé est la gigantesque digue qui, barrant la baie, interdit tout secours à la ville. Dans les intervalles de missions aussi délicates que périlleuses – l’une l’amène à l’intérieur même de la ville assiégée –, le fidèle serviteur du roi n’oublie pas son amour pour le gentil sesso. La pensée de Mme de Brezolles peut-elle suffire à conjurer les rencontres bec à bec avec la coquine Perrette ?Le onzième volume – toujours aussi entraînant, aussi riche de personnages et de péripéties – de la saga Fortune de France.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"96",96,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           En septembre 1510, frappé en pleine gloire par la peste qui ravage Venise, Giorgio de Castelfranco, dit Gorgione, revient mourir dans son village natal. A son élève préféré, il adresse une longue lettre où il dit tout de sa vie et de son art. Une enfance solitaire, dans la ferme de ses parents ; l'entrée dans l'atelier vénitien de Bellini ; les années d'initiation aux techniques picturales, mais aussi à la musique, aux livres, à l'amour... Et puis c'est l'envol, la création de son propre atelier, l'entrée dans la vie mondaine. Nous croisons Dürer, Léonard, Titien, le futur rival. Venise, ses splendeurs, ses grandes familles, son peuple, ses courtisanes forment le décor de ces foisonnants Mémoires, qui éclairent de l'intérieur la création artistique, et nous font entrer par de nouvelles voies dans l'une des oeuvres les plus mystérieuses de la Renaissance italienne.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"97",97,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Là, j’entreprends de vous initier à toutes les horreurs, à toutes les beautés d’un champ de bataille… Des canons, des chevaux, deux armées, des uniformes ; à la première page, le canon gronde, il se tait à la dernière. » Ainsi Balzac évoque-t-il son projet de consacrer un roman à la bataille d’Essling, qui opposa en 1809, près de Vienne, les Autrichiens à la Grande Armée de Napoléon. Balzac mourut sans nous donner sa Bataille. La voici, racontée par Patrick Rambaud, dans un récit documenté et vivant, où se côtoient grognards et jeunes recrues, chirurgiens, actrices, espions, Stendhal, les maréchaux Lannes et Masséna autour d’un Napoléon que la Fortune, déjà, commence d’abandonner. Trente heures de combat, 40 000 morts, 11 000 mutilés : Essling, c’est la première grande hécatombe de la guerre moderne, sans gloire, sans illusions, dont le sommet sera Verdun.Roman historique, roman à grand spectacle, roman vrai : chaleureusement accueilli par la critique, La Bataille a été couronné en 1997 par le Grand Prix du roman de l’Académie française, puis par le prix Goncourt.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"98",98,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Avril 1624 - octobre 1627. Trois années marquées par de nombreux événements : entrée de Richelieu au Conseil du roi, guerres contre les huguenots, entreprises galantes du duc de Buckingham auprès de la reine de France…À la Cour, les complots se multiplient : Anne d’Autriche conspire avec Monsieur, frère du roi, contre son époux. La noblesse insoumise cherche à faire tomber le Cardinal. Le siège de La Rochelle commence. Devenu comte d’Orbieu, Pierre-Emmanuel de Siorac, fidèle agent de Louis XIII, traverse au gré de ses missions les milieux les plus divers. Il connaîtra autant d’aventures galantes que d’intrigues politiques…     
    
  
  
  
  
  
  
  

  
  ","Historique"
"99",99,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           «A'steure, je suis roi.» Ainsi le jeune Louis XIII commente-t-il sobrement l'élimination du tout-puissant Concini, favori de la reine-mère, en ce 24 avril 1617. Il lui faudra cependant mener encore de rudes batailles pour affermir un pouvoir environné de menaces : insoumission des Grands, rébellion des Huguenots, incapa-cité ou corruption des ministres...Pour Pierre-Emmanuel de Siorac, qui l'a fidèlement servi, c'est l'heure de la récompense. Le voici comte d'Orbieu, effectuant sur ses terres de nombreux séjours qui lui font découvrir la condition souvent misérable des laboureurs abasourdis d'impôts, bien loin de la vie brillante et oisive de la Cour. Cependant monte irrésistiblement l'étoile de Richelieu, dont le génie d'homme d'Etat inquiète jusqu'au roi lui-même. Il accédera au pouvoir en 1624.Sur les pas de son héros, Robert Merle nous fait cavalcader à travers sept ans d'histoire de France, des chemins du Midi protestant aux ruelles de Paris et aux salons du Louvre, avec l'entrain, l'érudition, l'allégresse qui ont valu aux précédents volumes de Fortune de France un prodigieux succès.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"100",100,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L’auteur du Code Rebecca et de l’inoubliable fresque des Piliers de la Terre nous emmène ici, avec sa prodigieuse science de l’intrigue, au cœur de l’Angleterre victorienne.En 1866, plusieurs élèves du collège de Windfield sont les témoins d’un accident au cours duquel un des leurs trouve la mort. Mais cette noyade est-elle vraiment un accident ? Les secrets qui entourent cet épisode vont marquer à jamais les destins d’Edward, riche héritier d’une grande banque, de Hugh, son cousin pauvre et réprouvé, de Micky Miranda, fils d’un richissime Sud-Américain. Autour d’eux, des dizaines d’autres figures s’agitent, dans cette société où les affaires de pouvoir et d’argent, de débauche et de famille, se mêlent inextricablement derrière une façade de respectabilité…      
    
  
  
  
  
  
  
  

  
  ","Historique"
"101",101,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Henri IV  est tombé sous le poignard de Ravaillac. Le roi Louis xiii n’a que neuf ans. Et une mère, Marie de Médicis, qui entend bien conserver le plus longtemps possible, au profit du Florentin Concini, la réalité du pouvoir…Le chevalier Pierre-Emmanuel de Siorac est le témoin des sept années au cours desquelles l’enfant-roi, qu’il sert avec un dévouement absolu, va en secret tisser son réseau, s’initier aux affaires du royaume, jusqu’au coup de force qui lui donnera le trône à quinze ans et demi.Prêtres intrigants, grands du royaume sevrés d’influence, bourgeois instruits s’emparant des charges : c’est toute la comédie du pouvoir dans ces années incertaines que nous dévoile le romancier de Fortune de France. Ni les secrets, ni les mots, ni les cœurs ne lui échappent, cependant qu’autour du vieux Louvre le peuple de Paris, tour à tour frondeur, généreux et rebelle, chérit son roi plus que quiconque.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"102",102,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L’affrontement fait rage entre ceux qui, comme le très catholique Henri III, désirent faire coexister les deux Églises, et la Ligue, entretenue par l’or espagnol, qui ne rêve que de bûchers.À la mort d’Henri III, la France voit grandir l’étoile du huguenot Henri de Navarre, le futur Henri IV.Pierre de Siorac combat dans son armée avant de redevenir agent secret pour de périlleuses missions dans Paris aux mains de la Ligue…Sur un rythme endiablé, Robert Merle nous mène jusqu’à l’entrée du bon roi dans sa capitale.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"103",103,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ce n’est pas tout que d’avoir pris le pouvoir : si Henri IV veut « relever la fortune de France », il doit d’abord affermir son trône et pacifier le royaume. Amant d’une grande dame de la Cour, Pierre de Siorac se voit confier des missions tantôt guerrières, tantôt diplomatiques, souvent secrètes : convoi de fonds ou enquête sur les menées des jésuites… À Rome, il prend part aux subtiles intrigues vaticanes dont l’enjeu est l’absolution du roi ; en Espagne, il voit mourir le dévot Philippe II dans le funèbre décor de l’Escurial…     
    
  
  
  
  
  
  
  

  
  ","Historique"
"104",104,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1572-1588 : années «venteuses et tracasseuses» où catholiques et protestants continuent de s'entredéchirer. Quittant de nouveau son château périgourdin, le huguenot Pierre de Siorac retrouve Paris où il devient le médecin, puis l'agent secret d'Henri III.Mûri, mais non vieilli, Pierre va découvrir, au cours de périlleuses missions, les menaces qui guettent le royaume, à l'heure où l'ambitieux Philippe II d'Espagne, mettant à profit nos discordes, arme contre le roi de France le bras du duc de Guise, chef redouté de la Ligue...Tableau saisissant d'un roi au milieu de ses grands féaux, des « quarante-cinq » qui le protègent contre les dagues, du Paris fanatique et rebelle qui le chassera du trône, Le Prince que voilà nous mène parmi les complots, les rivalités, les intrigues qui semblent bien devoir anéantir la « fortune de France ». Pourtant ni l'amitié ni le bonheur de vivre ne perdent leurs droits. Ni l'entrain inépuisable et fécond d'un romancier plus captivant que jamais.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"105",105,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           "" En vain Pierre de Siorac s'attarde-t-il au nid crénelé "" de ses aïeux ou dans le Montpellier de ses études de médecine : un duel le contraint de gagner la capitale pour y demander la grâce du roi.Voici donc Paris en 1572. La faveur du protestant Coligny auprès de Charles IX, "" l'infâme accouplement "" de la catholique Margot avec Henri de Navarre scandalisent l'opinion. La haine entre les deux camps est à son comble. Pierre de Siorac découvre le monde des ruelles, du petit peuple, des ouvrières et des artisans ; et puis le Louvre, les princes, les grandes coquettes "" dévergognées "", les soldats et les maîtres d'armes... Jusqu'au terrible matin de la Saint-Barthélemy qui le verra s'échapper de justesse.Alliant magistralement vérité historique et entrain romanesque, Robert Merle poursuit ici la fresque inoubliable d'un demi-siècle de notre histoire, qui se prolongera dans Le Prince que voilà. ""     
    
  
  
  
  
  
  
  

  
  ","Historique"
"106",106,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1563-1567 : quatre années de paix entre catholiques et protestants de France. Paix fragile, mais suffisante pour que Pierre de Siorac, héros de Fortune de France, et son frère Samson soient envoyés par leur père étudier la médecine à Montpellier.Voici nos deux frères huguenots sur les grands chemins du royaume, puis parmi les docteurs et apothicaires de l'Ecole de Médecine fameuse dans toute l'Europe. Dissections nocturnes, sorcellerie, amours de grandes dames ou de ribaudes, fréquentation des athées et des sodomites... Et puis de nouveau la guerre civile, les massacres, la fuite...Roman historique, roman picaresque, En nos vertes années nous fait traverser, au rythme de multiples aventures, une époque où la mort et l'horreur quotidiennes n'empêchent ni la soif de savoir ni cette « gaieté d'esprit » chère à Rabelais, où se marque l'immense vitalité de la Renaissance.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"107",107,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           De la mort de François Ier en 1547 à l’édit de Nantes en 1599, la France s’enlise dans l’épreuve des guerres de Religion. C’est dans ce pays dévasté, en proie à la misère, au brigandage, à la peste, à la haine, que grandit le jeune Pierre de Siorac, rejeton d’une noble famille périgourdine et huguenote, héros et narrateur du roman.C’est toute une époque qui revit à travers l’histoire des Siorac, avec ses paysans, ses princes, ses hommes d’épée ou d’Église, ses truculences et ses cruautés ; sa langue, aussi, savoureuse, colorée, merveilleusement restituée au lecteur d’aujourd’hui.Époque où peu à peu va naître une exigence de tolérance et de paix, en écho au cri d’indignation et d’espoir de Michel de l’Hospital : « Ne verra-t-on la Fortune de France relevée ? »     
    
  
  
  
  
  
  
  

  
  ","Historique"
"108",108,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Arrière-petite-fille d'Auguste, soeur de Caligula, nièce puis épouse de Claude, mère de Néron, Agrippine est assurément une figure emblématique des coulisses du pouvoir dans la Rome impériale. Sous la forme de mémoires fictives, P. Grimal fait revivre cette femme d'exception.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"109",109,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Une nuit de février 1999, Philippe Pharamond de Bourbon, descendant des Capétiens, est sacré roi de France dans la cathédrale de Reims. Mais la France endormie n'a rien su de l'équipée qui, depuis l'Atlantique, l'a mené à cheval à Saint-Benoît-sur-Loire, puis Saint-Denis, échappant au limier des Renseignements généraux que le ministre de l'Intérieur a mis à ses trousses.  Roman monarchiste ? Non, roman tout court. Mêlant l'histoire à la légende et le merveilleux au réel, nous entraînant de l'énigme de la sainte ampoule à la France des autoroutes et des multinationales, jean Raspail nous conte ici, bondissante comme un thriller, une histoire de chevalerie au plus haut sens du mot, celui de la Table ronde et de la quête du Graal.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"110",110,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1598. L’édit de Nantes est signé.Pour autant, la France n’est pas pacifiée, l’intolérance religieuse renaît et… la Cour s’amuse : fêtes, festins, jeux d’argent et d’amour…Le fils de Pierre de Siorac, Pierre-Emmanuel, fait ses premières armes au bal de la duchesse de Guise, tandis qu’Henri IV, querellé par la reine, trompé par ses maîtresses et trahi par ses ministres, poursuit une double lutte : contre le catholicisme fanatique et contre les ambitions hégémoniques des Habsbourg d’Espagne. Autour des Grands grouille un Paris coloré et dangereux, magnifique et puant.Langue et dialogues savoureux, action, personnages multiples et chatoyants… Robert Merle s’en donne et nous en donne à cœur joie.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"111",111,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dans l’Angleterre du XIIe siècle ravagée par la guerre et la famine, des êtres luttent pour s’assurer le pouvoir, la gloire, la sainteté, l’amour, ou simplement de quoi survivre. Les batailles sont féroces, les hasards prodigieux, la nature cruelle. Les fresques se peignent à coups d’épée, les destins se taillent à coups de hache et les cathédrales se bâtissent à coups de miracles… et de saintes ruses. La haine règne, mais l’amour aussi, malmené constamment, blessé parfois, mais vainqueur enfin quand un Dieu, à la vérité souvent trop distrait, consent à se laisser toucher par la foi des hommes.Abandonnant le monde de l’espionnage, Ken Follett, le maître du suspense, nous livre avec Les Piliers de la Terre une œuvre monumentale dont l’intrigue, aux rebonds incessants, s’appuie sur un extraordinaire travail d’historien. Promené de pendaisons en meurtres, des forêts anglaises au cœur de l’Andalousie, de Tours à Saint-Denis, le lecteur se trouve irrésistiblement happé dans le tourbillon d’une superbe épopée romanesque dont il aimerait qu’elle n’eût pas de fin.      
    
  
  
  
  
  
  
  

  
  ","Historique"
"112",112,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Il fut leur inspiration. Il a transformé leur vie à jamais.A Welton, un austère collège du Vermont, dans les années 60, la vie studieuse des pensionnaires est bouleversée par l'arrivée d'un nouveau professeur de lettres, M. Keating.Ce pédagogue peu orthodoxe va leur communiquer sa passion de la poésie, de la liberté, de l'anticonformisme, secouant la poussière des autorités parentales, académiques et sociales.Même si le drame - le suicide d'un adolescent - déchire finalement cette expérience unique, même si Keating doit quitter le collège, il restera pour tous celui qui leur a fait découvrir le sens de la vie.Le roman du film-événement de Peter Weir, Oscar 1990 du meilleur scénario, qui a bouleversé des centaines de milliers de spectateurs.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"113",113,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Commencée sous Louis XIV avec Ces messieurs de Saint-Malo, poursuivie avec Le Temps des Carbec à l'époque révolutionnaire, l'histoire des Carbec se prolonge ici au cours du xxe siècle.En juillet 1914, la famille a renoué avec la tradition en se réunissant à la malouinière : branches émigrées de Poméranie ou d'Amérique, jeune génération insouciante, bientôt jetée dans la guerre. Certains ne reviendront pas.D'autres poursuivront leur destin à travers les Années folles ; quelques-uns s'établiront en Afrique du Nord.Le dernier rendez-vous de la malouinière a lieu en 1946. Saint-Malo est détruit. Certains Carbec sont morts, d'autres ont grandi. La vie l'emporte...Ces messieurs de Saint-Malo comprend :1. ces messieurs de saint-malo2. le temps des carbec3. rendez-vous à la malouinière      
    
  
  
  
  
  
  
  

  
  ","Historique"
"114",114,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Azteca raconte la légende colorée et puissante d'une civilisation qui s'épanouit pendant de longs siècles dans un isolement splendide. Ce monde éclatant, et pourtant condamné, c'est un homme, Mixtli, dit Nuage Sombre, qui le décrit, dans un récit bouleversant, mouvementé, riche de la beauté et de la violence qui caractérisaient le Mexique ancien.Ce grand roman historique plein de sang, d'amour et de sexe est aussi l'aventure et le destin exceptionnel d'un homme qui assiste à la disparition d'un monde fabuleux, traversé de secrets et de terreurs, et que parcourent des personnages inoubliables.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"115",115,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Londres, en l'an 1021. Orphelin, Rob J. Cole, neuf ans, est recueilli par un barbier-chirurgien et devient son apprenti. Ensemble, ils sillonnent l'Angleterre. C'est une époque où l'on brûle les sorcières, où la vie est dure et la mort vite venue... Mais Rob n'a qu'une idée en tête : devenir médecin et il a un terrible don : il sent si un patient va mourir lorsqu'il lui prend la main. Ayant appris qu'on peut étudier sérieusement la médecine chez les Arabes, Rob n'hésite pas et, à vingt ans, le voilà qui traverse l'Europe pour gagner l'Orient. Comme chez les Arabes on n'admet pas les chrétiens, il va se faire passer pour juif... Le Médecin d'Ispahan est un formidable roman d'aventures. C'est l'histoire d'un homme enflammé d'une passion dévorante : vaincre la mort et la maladie, guérir. Pour atteindre son but, il fuira la brutalité et l'ignorance de l'Angleterre du xie siècle, traversera tout un continent pour découvrir la cour de Perse, le monde étonnant des universités arabes et la chaude sensualité des palais d'Ispahan. Et, dominant tout cela, Le Médecin d'Ispahan est la magnifique histoire d'un amour que rien ne parvient à détruire.      
    
  
  
  
  
  
  
  

  
  ","Historique"
"116",116,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Samarcande, c'est la Perse d'Omar Khayyam, poète du vin, libre penseur, astronome de génie, mais aussi celle de Hassan Sabbah, fondateur de l'ordre des Assassins, la secte la plus redoutable de l'Histoire.Samarcande, c'est l'Orient du xixe siècle et du début du xxe, le voyage dans un univers où les rêves de liberté ont toujours su défier les fanatismes.Samarcande, c'est l'aventure d'un manuscrit qui, né au xie siècle, égaré lors des invasions mongoles, est retrouvé des siècles plus tard.Une fois encore, nous conduisant sur la route de la soie à travers les plus envoûtantes cités d'Asie, Amin Maalouf, l'auteur de Léon l'Africain, nous ravit par son extraordinaire talent de conteur.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"117",117,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1944. La guerre a fini d’hésiter et chacun a choisi son camp. L’heure est venue des tueries, des règlements de comptes et des grands affrontements militaires. Léa a mûri. Après avoir découvert  l’horreur, elle connaît le courage et la haine. Engagée dans toutes les luttes, jusqu’au bout de ses forces, elle trace son chemin volontaire de Montillac en feu à Berlin en ruine, en passant par un Paris en liesse où rôdent encore les dangers. Pendant les deux dernières années de cette guerre atroce, la mort est sa compagne et c’est en elle qu’elle puise les infimes raisons d’une vie qui aura l’éclat de l’amour.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"118",118,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les années 1915 et 1916 ont été, pour Henri Barbusse, décisives.C’est en 1915 qu’il a vécu Le Feu dans les tranchées du Soissonnais, de l’Argonne et de l’Artois, comme soldat d’escouade, puis comme brancardier au 231e régiment d’infanterie où il s’était engagé. C’est en 1916, au cours de son évacuation dans les hôpitaux, qu’il a écrit son livre. Celui-ci, publié par les Éditions Flammarion à la fin de novembre, remporta aussitôt après le prix Goncourt. Considéré dans le monde entier comme un des chefs-d’œuvre de la littérature de guerre, c’est un des témoignagesles plus vrais et les plus pathétiques des combattants de première ligne.Le Feu est suivi du Carnet de guerre qui permet de remonter aux sources mêmes de la création du roman épique d’Henri Barbusse.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"119",119,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Après les fièvres du règne de Louis XIV, où se sont enrichis et illustrés Ces Messieurs de Saint-Malo, le Régent s’est installé et John Law a créé la grande Compagnie des Indes. Le Temps des Carbec est venu. Mère, fils et fille vont se lancer à l’assaut des grandes affaires, de l’administration, de l’armée et des beaux mariages. On les verra à Paris, Venise, Pondichéry, en Guinée… et à Nantes devenu le premier port du royaume grâce à la traite négrière et à ses manufactures. Ils n’en resteront pas moins d’éternels Malouins, face à la mer qui demeure la condition et la fierté de leur vie.Beaucoup plus qu’une saga familiale, Le Temps des Carbec est le roman puissant et profond d’une époque traversée d’idées nouvelles, où la bourgeoisie française, intrépide et laborieuse, avide d’honneurs et d’argent, de titres et de luxe, établit son pouvoir. C’est aussi un passionnant roman d’aventures rempli de comploteurs, de négriers, de séducteurs, de banquiers, de capitaines, de diplomates… et de toute une galerie de femmes dont le charme, la force et l’audace ont une résonance curieusement moderne.Ces Messieurs de Saint-Malo comprend :1. Ces Messieurs de Saint-Malo2. Le Temps des Carbec3. Rendez-vous à la Malouinière      
    
  
  
  
  
  
  
  

  
  ","Historique"
"120",120,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Seul de tous les petits commerçants de Saint-Malo, Mathieu Carbec, dont les grands-parents vendaient naguère de la chandelle, a eu l’audace d’acheter trois actions de la Compagnie des Indes orientales que vient de fonder Colbert.Ce sera le point de départ d’une saga familiale au moment où la bourgeoisie maritime se rue à la conquête des piastres, des charges et des titres nobiliaires.Négociants, armateurs, corsaires ou négriers, les Carbec se lanceront sur toutes les mers du globe, sans se soucier de savoir si leurs écus ou leurs fleurons sentent trop les épices ou la traite, la ruse ou la fraude…Les multiples rebondissements, le foisonnement des personnages, la présence permanente de l’Histoire font de Ces messieurs de Saint-Malo un grand roman d’aventures et d’amour qui est aussi un grand roman de société.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"121",121,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
              Agnès Sorel fut la première maîtresse royale reconnue officiellement, affichée, comblée de titres et de biens. Elle s'identifia si parfaitement au siècle charnière qui a été le sien qu'elle en reflète le double aspect. Médiévale par la gaieté et la foi, déjà moderne par le goût du confort et les besoins matériels.  Fille d'honneur d'Isabelle de Lorraine, duchesse d'Anjou, Agnès a vingt et un ans lorsqu'elle rencontre, à Toulouse, Charles VII qui, lui, a quarante ans. La beauté d'Agnès fit de lui un amant subjugué, le transfigurant : de terne, inquiet, défiant, malchanceux, il devint joyeux, hardi, plein d'allant, habile.  Avec ce talent reconnu par tous, ce sont des amours rayonnantes que nous fait vivre ici Jeanne Bourin, l'auteur de La Chambre des dames. Des amours qui sont aussi de l'Histoire. Agnès Sorel fut appelée « damoiselle de Beauté » tant parce qu'elle était tenue pour la plus belle du monde que parce que le roi lui avait donné à vie la maison de Beauté-lès-Paris.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"122",122,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Héloïse ! Une des créatures les plus extraordinaires de tous les temps ! On a pu l’appeler la femme qui inventa l’amour car elle se dresse comme une torche au seuil du siècle qui sut transmuer le sentiment amoureux en passion. Née avec lui, la belle étudiante du cloître Notre-Dame vécut totalement, dans sa chair, dans son âme, les enivrements et les déchirements d’une découverte superbe mais sulfureuse. Elle allait bouleverser l’ordre de l’amour humain. Emportés dans la même étourdissante spirale, Abélard et Héloïse demeurent les témoins exemplaires de la prodigieuse révolution de mœurs qui s’est produite à l’aube de ce xiie siècle qui fut, en réalité, notre véritable Renaissance. Autour d’Héloïse revit une époque minutieusement reconstituée et observée à partir des détails les plus familiers, les plus authentiques aussi.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"123",123,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Après La Chambre des dames, Le Jeu de la tentation est le second volet de la chronique familiale des Brunel.Nous sommes en juin 1266, le dernier bel été du règne de Saint Louis. Marie, la plus jeune fille des Brunel, est veuve depuis deux ans et mère attentionnée de deux enfants, Vivien et Aude. Elle a vingt-sept ans, un métier qu’elle adore, enlumineresse, et un amant fougueux, Côme Perrin, maître mercier. Mais trois truands lombards font peser sur sa famille une terrible menace. Commence alors le jeu de la tentation : argent, luxure, violence, désespoir, mort, jusqu’à la sainteté et au martyre.     
    
  
  
  
  
  
  
  

  
  ","Historique"
